"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","market_segment","distribution_channel","is_repeated_guest","reserved_room_type","assigned_room_type","booking_changes","deposit_type","customer_type","adr","required_car_parking_spaces","total_of_special_requests","is_company","is_agent","room_coherence","if_prev_cancel","if_wait"
"Resort_Hotel","canceled",125,"2017","May",1,2,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",55.8,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",0,"2017","May",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","D",0,"No_deposit","Transient",48,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","canceled",78,"2017","May",0,2,2,0,0,"BB","Direct","Direct","0","F","F",0,"No_deposit","Transient",54.27,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",18,"2017","May",1,1,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",68,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",128,"2017","May",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",42,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",47,"2017","May",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",42,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",128,"2017","May",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",54,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",123,"2017","May",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",37.8,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",24,"2017","May",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","D",0,"No_deposit","Transient",48,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","canceled",30,"2017","May",0,2,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",78,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",16,"2017","May",0,1,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",78,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",5,"2017","May",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","D",0,"No_deposit","Transient",48,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","canceled",3,"2017","May",1,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",52,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",11,"2017","April",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",48,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",3,"2017","April",2,0,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",54,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",43,"2017","April",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",2,"No_deposit","Transient",48,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",19,"2017","April",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",48,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",15,"2017","April",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",48,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",9,"2017","April",1,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",60,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",142,"2017","April",1,5,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",55.8,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",17,"2017","April",0,2,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",80,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",71,"2017","April",0,2,2,0,0,"HB","Direct","Direct","0","A","A",0,"No_deposit","Transient",48,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",93,"2017","April",1,2,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",62,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",93,"2017","April",1,2,2,0,0,"HB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",82,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",21,"2017","April",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",48,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",25,"2017","April",1,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",48,0,3,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",164,"2017","April",1,5,1,0,0,"BB","Online_TA","TA/TO","0","A","A",2,"No_deposit","Transient",37,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",128,"2017","April",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","F",0,"No_deposit","Transient",42,0,2,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","canceled",76,"2017","April",2,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",42,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",39,"2017","April",2,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",48,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",18,"2017","April",2,2,2,0,0,"HB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",94,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",17,"2017","April",2,2,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",86,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",46,"2017","April",0,1,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",68,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",19,"2017","April",1,1,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",62,0,3,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",18,"2017","April",1,1,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",74,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",22,"2017","April",1,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",54,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",19,"2017","April",1,1,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",62,0,3,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",48,"2017","April",1,1,2,0,0,"HB","Direct","Direct","0","A","A",0,"No_deposit","Transient",84,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",78,"2017","April",2,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",42,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",21,"2017","April",2,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",52,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",26,"2017","April",2,1,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",80,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",82,"2017","April",2,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",42,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",75,"2017","April",2,1,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",52,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",82,"2017","April",2,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",42,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",2,"2017","April",1,0,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",92,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",53,"2017","April",1,1,2,0,0,"HB","Direct","Direct","0","A","A",0,"No_deposit","Transient",54,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",240,"2017","August",4,10,1,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",26.64,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",240,"2017","August",4,10,1,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",26.64,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",18,"2017","August",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",60,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",46,"2017","August",0,1,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",80,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",81,"2017","August",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","C",1,"No_deposit","Transient",60,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","canceled",66,"2017","August",2,1,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",70,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",14,"2017","August",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",65,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",40,"2017","August",0,2,2,0,0,"HB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",100,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",39,"2017","August",0,2,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",80,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",16,"2017","August",0,2,2,1,0,"BB","Online_TA","TA/TO","0","H","H",0,"No_deposit","Transient",120,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",136,"2017","August",1,5,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",45,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",19,"2017","August",0,2,2,2,0,"BB","Direct","Direct","0","C","C",0,"No_deposit","Transient",95,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",57,"2017","August",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",60,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",27,"2017","August",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",70,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",24,"2017","August",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",70,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",46,"2017","January",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",70,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",84,"2017","January",2,5,2,0,0,"Undefined","Direct","Direct","0","G","G",0,"No_deposit","Transient",206.5,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",62,"2017","January",2,1,3,1,0,"BB","Online_TA","TA/TO","0","H","H",0,"No_deposit","Transient",150,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",45,"2017","January",2,2,2,0,0,"HB","Online_TA","TA/TO","0","E","E",1,"No_deposit","Transient",137,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",45,"2017","January",2,2,2,0,0,"HB","Online_TA","TA/TO","0","E","E",1,"No_deposit","Transient",137,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",30,"2017","January",2,3,2,2,0,"BB","Online_TA","TA/TO","0","G","G",0,"No_deposit","Transient",155,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",89,"2017","January",2,5,2,2,0,"BB","Online_TA","TA/TO","0","G","G",0,"No_deposit","Transient",147.86,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",187,"2017","January",2,5,3,1,0,"HB","Online_TA","TA/TO","0","H","H",0,"No_deposit","Transient",198,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",58,"2017","January",2,5,2,2,0,"BB","Online_TA","TA/TO","0","G","G",0,"No_deposit","Transient",147.86,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",62,"2017","January",1,4,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",79,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",238,"2017","January",1,5,1,0,0,"BB","Online_TA","TA/TO","0","D","D",2,"No_deposit","Transient",77.85,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",39,"2017","January",1,4,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",117,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",62,"2017","January",1,4,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",94,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",70,"2017","January",0,4,2,0,0,"Undefined","Direct","Direct","0","A","A",1,"No_deposit","Transient",128.8,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",51,"2017","January",0,4,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",90,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",70,"2017","January",0,4,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",80,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",70,"2017","January",0,4,2,0,0,"Undefined","Direct","Direct","0","A","A",1,"No_deposit","Transient",128.8,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",70,"2017","January",0,4,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",80,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",220,"2017","January",0,1,2,0,0,"HB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",96.3,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",50,"2017","January",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",90,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",32,"2017","January",0,2,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",105,0,3,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",77,"2017","January",0,3,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",81.67,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",42,"2017","January",0,4,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",97.5,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",141,"2017","January",1,4,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",75,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",141,"2017","January",1,4,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",75,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",153,"2017","January",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",60,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",66,"2017","January",0,3,2,0,0,"HB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",132,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",73,"2017","January",0,3,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",117,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",23,"2017","January",0,3,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",152,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",40,"2017","January",0,3,2,2,0,"HB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",193,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",66,"2017","January",0,3,2,0,0,"HB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",132,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",246,"2017","January",0,3,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",101.7,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",32,"2017","January",0,3,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",120,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",35,"2017","January",0,3,2,0,0,"HB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",167,0,3,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",180,"2017","January",0,3,3,1,0,"BB","Online_TA","TA/TO","0","H","H",0,"No_deposit","Transient",160,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",43,"2017","January",0,3,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",105,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",261,"2017","January",0,3,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",74.25,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",62,"2017","January",1,3,2,2,0,"BB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",116.75,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",71,"2017","January",0,1,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",117,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",80,"2017","January",1,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",76.67,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",172,"2017","January",1,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",76.67,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",72,"2017","January",1,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",76.67,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",69,"2017","January",2,3,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",70,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",19,"2017","January",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",120,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",24,"2017","January",1,0,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",85,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",116,"2017","January",2,3,2,0,0,"BB","Online_TA","TA/TO","0","D","D",1,"No_deposit","Transient",75,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",154,"2017","January",2,5,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",60,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",95,"2017","January",1,3,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",75,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",24,"2017","January",0,5,3,1,0,"HB","Online_TA","TA/TO","0","H","H",0,"No_deposit","Transient",223,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",96,"2017","January",0,1,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",90,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",213,"2017","January",0,4,2,0,0,"HB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",109.8,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",26,"2017","January",0,1,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",115,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",72,"2017","January",0,3,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",60,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",224,"2017","January",0,3,2,0,0,"BB","Online_TA","TA/TO","0","G","G",0,"No_deposit","Transient",130,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",224,"2017","January",0,3,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",90,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",224,"2017","January",0,3,2,1,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",90,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",224,"2017","January",0,3,2,1,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",90,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",224,"2017","January",0,3,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",90,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",34,"2017","January",2,3,2,2,0,"HB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",173,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",215,"2017","January",2,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",54,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",215,"2017","January",2,2,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",82.8,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",26,"2017","January",0,1,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",85,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",6,"2017","January",1,1,2,2,0,"BB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",146,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",12,"2017","January",1,1,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",121,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",255,"2017","January",1,1,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",81,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",34,"2017","January",2,1,2,2,0,"BB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",125,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",54,"2017","January",2,1,2,2,0,"BB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",125,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",15,"2017","January",2,1,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",111,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",13,"2017","January",2,2,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",108,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",20,"2017","January",2,2,2,2,0,"BB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",127,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",25,"2017","January",2,0,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",102,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",72,"2017","September",1,2,2,2,0,"BB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",123,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",308,"2017","September",3,6,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",82.8,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",54,"2017","September",0,3,2,2,0,"BB","Online_TA","TA/TO","0","G","G",0,"No_deposit","Transient",165,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",14,"2017","September",0,2,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",90,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",29,"2017","September",0,2,2,0,0,"BB","Online_TA","TA/TO","0","D","D",0,"No_deposit","Transient",104,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",31,"2017","September",1,5,2,2,0,"BB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",129,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",29,"2017","September",0,3,2,0,0,"BB","Online_TA","TA/TO","0","A","C",1,"No_deposit","Transient",89,0,1,"0","1","FALSE","FALSE","FALSE"
"Resort_Hotel","canceled",24,"2017","September",2,3,2,2,0,"BB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",130,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",52,"2017","September",1,2,2,2,0,"BB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",125,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",95,"2017","September",1,1,2,0,0,"BB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",115,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",38,"2017","September",2,2,2,0,0,"HB","Online_TA","TA/TO","0","E","E",0,"No_deposit","Transient",151,0,2,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",124,"2017","September",2,4,2,0,0,"HB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",115,0,1,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",81,"2017","September",2,5,2,2,0,"BB","Online_TA","TA/TO","0","C","C",0,"No_deposit","Transient",123,0,0,"0","1","TRUE","FALSE","FALSE"
"Resort_Hotel","canceled",30,"2017","September",0,3,2,0,0,"BB","Online_TA","TA/TO","0","A","A",0,"No_deposit","Transient",90,0,0,"0","1","TRUE","FALSE","FALSE"
