"hotel","is_canceled","lead_time","arrival_date_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","market_segment","distribution_channel","is_repeated_guest","booking_changes","deposit_type","customer_type","required_car_parking_spaces","total_of_special_requests","restype","room_coherence","prev_cancellations","waiting_list"
"Resort Hotel","0",0,"April",0,3,1,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","0",0,0
"Resort Hotel","0",2,"April",0,2,2,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",12,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",14,"April",0,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",1,"No Deposit","Contract",1,0,"agent","0",0,0
"Resort Hotel","0",2,"April",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",4,"April",0,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",3,"April",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",3,"April",0,1,2,0,1,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","0",0,0
"Resort Hotel","0",16,"April",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",16,"April",0,2,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,2,"agent","1",0,0
"Resort Hotel","0",16,"April",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,2,"agent","0",0,0
"Resort Hotel","0",1,"April",0,1,1,0,0,"BB","Offline TA/TO","TA/TO","0",1,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",0,"April",1,0,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"company","0",0,0
"Resort Hotel","0",2,"April",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",0,"April",1,0,2,0,0,"BB","Direct","Direct","0",2,"No Deposit","Transient",0,0,"company","1",0,0
"Resort Hotel","0",0,"April",0,3,2,0,0,"BB","Direct","Direct","1",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",0,"April",1,0,2,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",1,0,"company","1",0,0
"Resort Hotel","0",0,"April",0,3,2,0,0,"BB","Direct","Direct","1",0,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",2,"April",2,0,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",69,"April",1,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",22,"April",2,3,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",0,"April",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",0,"April",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","0",0,0
"Resort Hotel","0",3,"January",1,0,2,0,0,"BB","Online TA","TA/TO","1",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",0,"July",0,1,1,0,0,"BB","Direct","TA/TO","1",0,"No Deposit","Transient",1,1,"company","0",0,0
"Resort Hotel","0",4,"April",2,3,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",84,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",22,"April",2,6,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",2,"April",0,2,2,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",2,"April",0,2,2,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",33,"April",0,2,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",8,"April",1,1,2,0,0,"BB","Direct","Direct","0",2,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",1,"April",0,2,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",23,"April",0,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Contract",0,0,"agent","0",0,0
"Resort Hotel","0",0,"April",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",7,"April",0,2,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",7,"April",0,2,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",9,"April",0,2,2,1,0,"BB","Offline TA/TO","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",3,"April",0,1,2,0,1,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",1,"April",0,2,2,2,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",0,"April",0,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",7,"April",0,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",18,"April",0,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",4,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",3,"April",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",14,"April",0,2,2,0,0,"FB","Direct","Direct","0",0,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",16,"April",0,2,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,3,"company","1",0,0
"Resort Hotel","0",16,"April",0,2,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,3,"company","1",0,0
"Resort Hotel","0",1,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"Resort Hotel","0",39,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",39,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",39,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",10,"April",0,1,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",1,"April",0,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",10,"April",1,2,2,0,1,"HB","Offline TA/TO","TA/TO","0",1,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",0,"April",1,1,2,3,0,"HB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"Resort Hotel","0",3,"April",1,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",4,"April",1,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",3,"April",1,1,2,0,0,"FB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",3,"April",1,1,2,0,0,"FB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",3,"April",1,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",0,"April",1,0,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","0",0,0
"Resort Hotel","0",5,"April",2,0,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",2,"April",1,0,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",89,"April",2,2,2,2,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",0,"April",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",0,"January",0,1,2,0,0,"BB","Direct","TA/TO","1",0,"No Deposit","Transient",0,1,"company","0",0,0
"Resort Hotel","0",19,"April",2,2,2,0,1,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,4,"agent","1",0,0
"Resort Hotel","0",19,"April",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",28,"April",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",6,"April",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","0",0,0
"Resort Hotel","0",8,"April",0,2,2,1,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",71,"April",0,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",2,"April",0,2,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",2,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","0",0,0
"Resort Hotel","0",20,"April",0,5,3,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",20,"April",0,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","0",0,0
"Resort Hotel","0",2,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","0",0,0
"Resort Hotel","0",2,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","0",0,0
"Resort Hotel","0",1,"April",0,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",0,"April",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",0,"April",0,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",1,0,"company","1",0,0
"Resort Hotel","0",31,"April",0,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",0,"April",1,1,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",42,"April",2,5,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",6,"April",2,0,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",29,"April",2,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",0,"April",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",0,"October",0,1,1,0,0,"BB","Online TA","TA/TO","1",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",0,"April",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",0,"April",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,2,"agent","0",0,0
"Resort Hotel","0",0,"April",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,2,"agent","0",0,0
"Resort Hotel","0",0,"April",0,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","0",0,0
"Resort Hotel","0",5,"April",1,3,2,1,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",1,"April",0,3,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",3,"April",0,1,3,1,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",3,"April",0,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",3,"April",1,1,1,0,0,"FB","Groups","TA/TO","0",2,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",3,"April",1,1,1,0,0,"FB","Groups","TA/TO","0",2,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",3,"April",1,1,1,0,0,"FB","Complementary","TA/TO","0",2,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",3,"April",1,1,2,2,0,"FB","Complementary","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",1,"April",1,1,2,0,0,"FB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",11,"April",1,2,3,0,0,"FB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",11,"April",1,2,2,0,0,"FB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",3,"April",1,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",30,"April",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",1,"April",1,0,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",2,"April",1,2,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",14,"April",1,2,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",18,"April",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",1,"April",1,2,1,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",1,"April",1,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",16,"April",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",12,"April",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",30,"April",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,3,"agent","0",0,0
"Resort Hotel","0",4,"April",1,2,2,0,0,"FB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",16,"April",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",17,"April",1,2,2,0,0,"HB","Offline TA/TO","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",38,"April",1,0,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","0",0,0
"Resort Hotel","0",17,"April",1,2,2,0,1,"HB","Offline TA/TO","TA/TO","0",1,"No Deposit","Transient-Party",0,1,"agent","1",0,0
"Resort Hotel","0",17,"April",1,2,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",44,"April",1,1,3,1,0,"BB","Direct","Direct","0",2,"No Deposit","Transient",0,0,"company","1",0,0
"Resort Hotel","0",17,"April",1,2,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",35,"April",1,2,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",4,"April",1,2,2,2,0,"HB","Offline TA/TO","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",4,"April",1,2,2,1,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",9,"April",1,1,2,1,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",10,"April",1,1,2,2,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",12,"April",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"Resort Hotel","0",24,"April",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"Resort Hotel","0",5,"April",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",7,"April",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",53,"April",1,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",3,"April",2,2,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",0,"August",0,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","0",0,0
"Resort Hotel","0",19,"April",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","0",0,0
"Resort Hotel","0",6,"August",0,2,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",13,"April",2,4,1,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",18,"August",0,2,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,2,"agent","0",0,0
"Resort Hotel","0",10,"August",0,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",2,"August",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",14,"August",0,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",10,"August",0,2,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",1,2,"agent","0",0,0
"Resort Hotel","0",10,"August",0,2,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,2,"agent","0",0,0
"Resort Hotel","0",1,"August",1,0,1,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient-Party",0,0,"agent","0",0,0
"Resort Hotel","0",1,"August",1,0,1,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient-Party",0,0,"agent","0",0,0
"Resort Hotel","0",0,"May",0,1,1,0,0,"BB","Direct","Direct","1",0,"No Deposit","Transient",0,0,"company","1",0,0
"Resort Hotel","0",15,"August",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",3,"August",2,3,2,0,0,"BB","Online TA","TA/TO","0",2,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",3,"August",2,3,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",6,"August",2,4,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",0,"August",1,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",0,"August",1,1,2,1,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",0,"August",1,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",31,"August",2,4,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",0,"August",0,1,1,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",0,0,"company","1",0,0
"Resort Hotel","0",28,"August",1,4,2,0,0,"HB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",2,"August",0,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",46,"August",0,1,1,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",14,"August",1,4,2,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",46,"August",0,1,1,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",1,"August",0,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","0",0,0
"Resort Hotel","0",1,"August",0,1,2,1,0,"BB","Offline TA/TO","TA/TO","0",1,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",3,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,1,0,0,"Undefined","Groups","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,1,0,0,"Undefined","Groups","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,1,0,0,"Undefined","Groups","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,1,0,0,"Undefined","Groups","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,1,0,0,"Undefined","Groups","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,2,0,0,"Undefined","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",30,"August",1,5,1,0,0,"Undefined","Groups","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",1,"August",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",23,"August",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",23,"August",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",54,"August",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",23,"August",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",44,"August",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",6,"August",0,2,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",44,"August",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",37,"August",0,2,2,1,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"Resort Hotel","0",23,"August",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","0",0,0
